year,country,from_start,dist_yearly
2013,PH,0.8306878306878307,0.23039215686274508
2014,PH,0.83,0.19158878504672897
2015,PH,0.8324873096446701,0.16666666666666666
2016,PH,0.8298969072164949,0.15639810426540285
2017,PH,0.8388625592417062,0.14678899082568808
2018,PH,0.8431372549019608,0.16444444444444445
2019,PH,0.8433179723502304,0.15418502202643172
2020,PH,0.8433179723502304,0.11304347826086956
2021,PH,0.8461538461538461,0.08733624454148471
2022,PH,0.8454545454545455,0.06578947368421052
1970,PK,0.0,
1971,PK,0.6,0.6
1972,PK,0.6548672566371682,0.6404494382022472
1973,PK,0.5714285714285714,0.6067415730337079
1974,PK,0.6415094339622641,0.6190476190476191
1975,PK,0.6635514018691588,0.620253164556962
1976,PK,0.603448275862069,0.5402298850574713
1977,PK,0.6481481481481481,0.6170212765957447
1978,PK,0.625,0.5647058823529412
1979,PK,0.6902654867256637,0.6067415730337079
1980,PK,0.628099173553719,0.6262626262626263
1981,PK,0.6842105263157895,0.6060606060606061
1982,PK,0.6147540983606558,0.6571428571428571
1983,PK,0.6434782608695652,0.5445544554455446
1984,PK,0.5897435897435898,0.638095238095238
1985,PK,0.576271186440678,0.6283185840707964
1986,PK,0.6062992125984252,0.5603448275862069
1987,PK,0.5555555555555556,0.5041322314049587
1988,PK,0.5882352941176471,0.4444444444444444
1989,PK,0.5294117647058824,0.49295774647887325
1990,PK,0.5683453237410072,0.44366197183098594
1991,PK,0.5211267605633803,0.4391891891891892
1992,PK,0.528169014084507,0.3933333333333333
1993,PK,0.5,0.40522875816993464
1994,PK,0.5774647887323944,0.45098039215686275
1995,PK,0.4927536231884058,0.4429530201342282
1996,PK,0.5,0.44
1997,PK,0.5328467153284672,0.4236111111111111
1998,PK,0.5405405405405406,0.41721854304635764
1999,PK,0.5328947368421053,0.36875
2000,PK,0.5403726708074534,0.3431952662721893
2001,PK,0.5,0.3953488372093023
2002,PK,0.5424836601307189,0.3902439024390244
2003,PK,0.572289156626506,0.3793103448275862
2004,PK,0.5689655172413793,0.37037037037037035
2005,PK,0.5573770491803278,0.28205128205128205
2006,PK,0.5668449197860963,0.21212121212121213
2007,PK,0.5645161290322581,0.20603015075376885
2008,PK,0.5786802030456852,0.21739130434782608
2009,PK,0.5888324873096447,0.1990521327014218
2010,PK,0.5502645502645502,0.21052631578947367
2011,PK,0.580952380952381,0.1588785046728972
2012,PK,0.5829383886255924,0.0779816513761468
2013,PK,0.5679611650485437,0.10909090909090909
2014,PK,0.591743119266055,0.09865470852017937
2015,PK,0.6063348416289592,0.09170305676855896
2016,PK,0.6133333333333333,0.08658008658008658
2017,PK,0.6061946902654868,0.0811965811965812
2018,PK,0.6163793103448276,0.059322033898305086
2019,PK,0.6163793103448276,0.07468879668049792
2020,PK,0.6212765957446809,0.07024793388429752
2021,PK,0.6260504201680672,0.06147540983606557
2022,PK,0.6244725738396625,0.05327868852459016
1970,PL,0.0,
1971,PL,0.4,0.4
1972,PL,0.3532608695652174,0.3212121212121212
1973,PL,0.36813186813186816,0.3176470588235294
1974,PL,0.36507936507936506,0.3023255813953488
1975,PL,0.3709677419354839,0.35359116022099446
1976,PL,0.3089005235602094,0.30434782608695654
1977,PL,0.31216931216931215,0.20765027322404372
1978,PL,0.3434343434343434,0.265625
1979,PL,0.3125,0.21164021164021163
1980,PL,0.30927835051546393,0.21164021164021163
1981,PL,0.28061224489795916,0.2
1982,PL,0.32663316582914576,0.20202020202020202
1983,PL,0.31343283582089554,0.1919191919191919
1984,PL,0.2923076923076923,0.1641025641025641
1985,PL,0.33497536945812806,0.19696969696969696
1986,PL,0.3285024154589372,0.16831683168316833
1987,PL,0.27941176470588236,0.1674641148325359
1988,PL,0.3235294117647059,0.16908212560386474
1989,PL,0.3238095238095238,0.17307692307692307
1990,PL,0.31627906976744186,0.2062780269058296
1991,PL,0.3080568720379147,0.14220183486238533
1992,PL,0.29245283018867924,0.125
1993,PL,0.30660377358490565,0.1415525114155251
1994,PL,0.3051643192488263,0.11162790697674418
1995,PL,0.3037383177570093,0.10185185185185185
1996,PL,0.32407407407407407,0.14027149321266968
1997,PL,0.3023255813953488,0.13122171945701358
1998,PL,0.3242009132420091,0.1504424778761062
1999,PL,0.3076923076923077,0.13537117903930132
2000,PL,0.32894736842105265,0.1072961373390558
2001,PL,0.31363636363636366,0.08733624454148471
2002,PL,0.33624454148471616,0.1038961038961039
2003,PL,0.3094170403587444,0.0944206008583691
2004,PL,0.33760683760683763,0.06837606837606838
2005,PL,0.3318777292576419,0.07172995780590717
2006,PL,0.33047210300429186,0.0635593220338983
2007,PL,0.3418803418803419,0.06276150627615062
2008,PL,0.34893617021276596,0.058823529411764705
2009,PL,0.33760683760683763,0.046413502109704644
2010,PL,0.33755274261603374,0.06198347107438017
2011,PL,0.3512396694214876,0.02880658436213992
2012,PL,0.35918367346938773,0.02834008097165992
2013,PL,0.3512396694214876,0.02834008097165992
2014,PL,0.35390946502057613,0.028455284552845527
2015,PL,0.3512396694214876,0.028455284552845527
2016,PL,0.37349397590361444,0.04780876494023904
2017,PL,0.3643724696356275,0.027888446215139442
2018,PL,0.35918367346938773,0.016129032258064516
2019,PL,0.3643724696356275,0.016129032258064516
2020,PL,0.36693548387096775,0.02
2021,PL,0.3643724696356275,0.012048192771084338
2022,PL,0.35918367346938773,0.016129032258064516
1970,PR,0.0,
1971,PR,0.7164179104477612,0.7164179104477612
1972,PR,0.746268656716418,0.7741935483870968
1973,PR,0.676056338028169,0.7647058823529411
1974,PR,0.7285714285714285,0.7101449275362319
1975,PR,0.7466666666666667,0.7285714285714285
1976,PR,0.8227848101265823,0.7083333333333334
1977,PR,0.7910447761194029,0.8405797101449275
1978,PR,0.6666666666666666,0.8181818181818182
1979,PR,0.775,0.6153846153846154
1980,PR,0.75,0.6666666666666666
1981,PR,0.7840909090909091,0.7717391304347826
1982,PR,0.7391304347826086,0.6701030927835051
1983,PR,0.7,0.6237623762376238
1984,PR,0.6881720430107527,0.5643564356435643
1985,PR,0.7294117647058823,0.6534653465346535
1986,PR,0.7096774193548387,0.6732673267326733
1987,PR,0.686046511627907,0.6237623762376238
1988,PR,0.782608695652174,0.69
1989,PR,0.6853932584269663,0.6082474226804123
1990,PR,0.7247706422018348,0.5663716814159292
1991,PR,0.7171717171717171,0.5546218487394958
